surname,nationality,split
tabuchi,Japanese,train
tomori,Japanese,train
moto,Japanese,train
oinuma,Japanese,train
arita,Japanese,train
hosokawa,Japanese,train
miyajima,Japanese,train
kato,Japanese,train
sakoda,Japanese,train
ienari,Japanese,train
aizawa,Japanese,train
nagasawa,Japanese,train
yamashita,Japanese,train
kobi,Japanese,train
iwahara,Japanese,train
omori,Japanese,train
futabatei,Japanese,train
ueshima,Japanese,train
hokusai,Japanese,train
mihashi,Japanese,train
iwasa,Japanese,train
matoke,Japanese,train
ibi,Japanese,train
akera,Japanese,train
tanizaki,Japanese,train
hiratasuka,Japanese,train
nakanishi,Japanese,train
ihara,Japanese,train
tsukatani,Japanese,train
nagata,Japanese,train
kihara,Japanese,train
umari,Japanese,train
hojo,Japanese,train
nishimura,Japanese,train
shibata,Japanese,train
hirata,Japanese,train
hatoyama,Japanese,train
yamhata,Japanese,train
noda,Japanese,train
hanari,Japanese,train
shiokawa,Japanese,train
arihyoshi,Japanese,train
otani,Japanese,train
shirane,Japanese,train
chiba,Japanese,train
naito,Japanese,train
ozawa,Japanese,train
kajahara,Japanese,train
kon,Japanese,train
matsumoto,Japanese,train
kamo,Japanese,train
hoshino,Japanese,train
yamaha,Japanese,train
matsumura,Japanese,train
akita,Japanese,train
terajima,Japanese,train
hayami,Japanese,train
sekine,Japanese,train
numata,Japanese,train
yamamoto,Japanese,train
tommii,Japanese,train
nishikawa,Japanese,train
onohara,Japanese,train
kuramoto,Japanese,train
yoshizaki,Japanese,train
suzuki,Japanese,train
komura,Japanese,train
tojo,Japanese,train
terakado,Japanese,train
maruya,Japanese,train
otsuka,Japanese,train
makioka,Japanese,train
togo,Japanese,train
kamisaka,Japanese,train
kamioka,Japanese,train
fukunaka,Japanese,train
matsumara,Japanese,train
kuramochi,Japanese,train
kitabatake,Japanese,train
tange,Japanese,train
kan,Japanese,train
yonai,Japanese,train
amaya,Japanese,train
itami,Japanese,train
isobe,Japanese,train
kinashita,Japanese,train
mizutani,Japanese,train
ko,Japanese,train
okano,Japanese,train
hiyama,Japanese,train
tsujimura,Japanese,train
kaminaga,Japanese,train
fujimoto,Japanese,train
akaike,Japanese,train
kitoaji,Japanese,train
sato,Japanese,train
tsukawaki,Japanese,train
mishima,Japanese,train
hira,Japanese,train
hirano,Japanese,train
senmatsu,Japanese,train
nakahara,Japanese,train
furusawa,Japanese,train
nozaki,Japanese,train
hagiwara,Japanese,train
fumihiko,Japanese,train
kubota,Japanese,train
yosano,Japanese,train
kuno,Japanese,train
sugitani,Japanese,train
kikkawa,Japanese,train
sen,Japanese,train
nomura,Japanese,train
ohba,Japanese,train
minamoto,Japanese,train
shimon,Japanese,train
nakasone,Japanese,train
shinozaki,Japanese,train
obata,Japanese,train
chikamatsu,Japanese,train
nonomura,Japanese,train
sugase,Japanese,train
kurofuji,Japanese,train
kogara,Japanese,train
matsuo,Japanese,train
murata,Japanese,train
kikuchi,Japanese,train
uno,Japanese,train
ichikawa,Japanese,train
miyoshi,Japanese,train
obinata,Japanese,train
kurata,Japanese,train
yuasa,Japanese,train
narahashi,Japanese,train
sakai,Japanese,train
ohka,Japanese,train
takaki,Japanese,train
kubo,Japanese,train
ninomiya,Japanese,train
arakawa,Japanese,train
yamawaki,Japanese,train
toyama,Japanese,train
kita,Japanese,train
okimasa,Japanese,train
kamachi,Japanese,train
nosaka,Japanese,train
kawasie,Japanese,train
takayama,Japanese,train
sakata,Japanese,train
marubeni,Japanese,train
takeshita,Japanese,train
arai,Japanese,train
fukusaku,Japanese,train
hotta,Japanese,train
kodama,Japanese,train
baisotei,Japanese,train
aihara,Japanese,train
fujikage,Japanese,train
yamaoka,Japanese,train
maehata,Japanese,train
ochiai,Japanese,train
urogataya,Japanese,train
aida,Japanese,train
ikoma,Japanese,train
joshuyo,Japanese,train
takemitsu,Japanese,train
koyanagi,Japanese,train
shirahata,Japanese,train
nagai,Japanese,train
fukushima,Japanese,train
yoshikawa,Japanese,train
takagawa,Japanese,train
tokudome,Japanese,train
egami,Japanese,train
fujiwara,Japanese,train
horigoshi,Japanese,train
katsumata,Japanese,train
ooka,Japanese,train
amori,Japanese,train
takara,Japanese,train
ezakiya,Japanese,train
munkata,Japanese,train
kenkyusha,Japanese,train
endoso,Japanese,train
matsushita,Japanese,train
moriguchi,Japanese,train
hamacho,Japanese,train
uchiyama,Japanese,train
hirota,Japanese,train
iseki,Japanese,train
yanagita,Japanese,train
hyata,Japanese,train
shimohira,Japanese,train
yoshinobu,Japanese,train
kotara,Japanese,train
shiga,Japanese,train
ogura,Japanese,train
mitsuya,Japanese,train
yasuhiro,Japanese,train
kusatsu,Japanese,train
asuhara,Japanese,train
nawabe,Japanese,train
tani,Japanese,train
wakai,Japanese,train
takaoka,Japanese,train
asai,Japanese,train
ashida,Japanese,train
murkami,Japanese,train
mitsui,Japanese,train
chino,Japanese,train
okimoto,Japanese,train
tomika,Japanese,train
makino,Japanese,train
sone,Japanese,train
shigi,Japanese,train
nakano,Japanese,train
shiomiya,Japanese,train
toshishai,Japanese,train
kentaro,Japanese,train
kotoku,Japanese,train
nagase,Japanese,train
takimoto,Japanese,train
ashikaga,Japanese,train
tsukehara,Japanese,train
tsuda,Japanese,train
ui,Japanese,train
saromi,Japanese,train
murase,Japanese,train
fukumitsu,Japanese,train
arakida,Japanese,train
mutsu,Japanese,train
oishi,Japanese,train
kaima,Japanese,train
yokokawa,Japanese,train
sasaki,Japanese,train
nanami,Japanese,train
mayuzumi,Japanese,train
honami,Japanese,train
tsurimi,Japanese,train
tawaraya,Japanese,train
inaba,Japanese,train
fukao,Japanese,train
mushanaokoji,Japanese,train
hiroyuki,Japanese,train
ino,Japanese,train
nakatoni,Japanese,train
hiraga,Japanese,train
hiraoka,Japanese,train
haga,Japanese,train
sakiyurai,Japanese,train
tsumemasa,Japanese,train
kawasawa,Japanese,train
sammiya,Japanese,train
ogyu,Japanese,train
abukara,Japanese,train
soma,Japanese,train
kawamata,Japanese,train
kasuse,Japanese,train
irie,Japanese,train
nagano,Japanese,train
mashita,Japanese,train
yamakawa,Japanese,train
sanda,Japanese,train
sugihara,Japanese,train
miki,Japanese,train
otsu,Japanese,train
sohda,Japanese,train
sakamoto,Japanese,train
matsushina,Japanese,train
akamatsu,Japanese,train
tsuji,Japanese,train
higoshi,Japanese,train
hasegawa,Japanese,train
nakanoi,Japanese,train
uehara,Japanese,train
horiuchi,Japanese,train
akimoto,Japanese,train
hiranuma,Japanese,train
ogata,Japanese,train
takei,Japanese,train
komine,Japanese,train
okubo,Japanese,train
mitsuharu,Japanese,train
sakakibara,Japanese,train
sawamatsu,Japanese,train
oichi,Japanese,train
ishinomori,Japanese,train
hayashida,Japanese,train
kawachi,Japanese,train
watanabe,Japanese,train
hanabusa,Japanese,train
konoe,Japanese,train
munakata,Japanese,train
karamorita,Japanese,train
terada,Japanese,train
minabuchi,Japanese,train
shibukji,Japanese,train
fukuzawa,Japanese,train
morinaga,Japanese,train
yoshitomi,Japanese,train
hideyoshi,Japanese,train
koizumi,Japanese,train
tatsuya,Japanese,train
saga,Japanese,train
nagumo,Japanese,train
sugisata,Japanese,train
minobe,Japanese,train
imoo,Japanese,train
kuga,Japanese,train
nakada,Japanese,val
kasahara,Japanese,val
royama,Japanese,val
tatenaka,Japanese,val
tagawa,Japanese,val
koruba,Japanese,val
kuwabara,Japanese,val
ina,Japanese,val
okasawa,Japanese,val
numajiri,Japanese,val
kase,Japanese,val
mizuno,Japanese,val
saitoh,Japanese,val
shimamura,Japanese,val
daishi,Japanese,val
masuko,Japanese,val
teshima,Japanese,val
kuroki,Japanese,val
kasaya,Japanese,val
masuzoe,Japanese,val
hirayama,Japanese,val
watabe,Japanese,val
kumasaka,Japanese,val
sakurai,Japanese,val
kishi,Japanese,val
makuda,Japanese,val
anzai,Japanese,val
fugunaga,Japanese,val
yamakazi,Japanese,val
matsuda,Japanese,val
shimazu,Japanese,val
shigeki,Japanese,val
minami,Japanese,val
fukuyama,Japanese,val
kijmuta,Japanese,val
yoshifumi,Japanese,val
iriye,Japanese,val
hattori,Japanese,val
dazai,Japanese,val
hasimoto,Japanese,val
ishibashi,Japanese,val
kawashima,Japanese,val
yamaguchiya,Japanese,val
iesada,Japanese,val
kono,Japanese,val
hino,Japanese,val
shirasu,Japanese,val
kitamura,Japanese,val
aoki,Japanese,val
kurogane,Japanese,val
miyamae,Japanese,val
fujishima,Japanese,val
shichirobei,Japanese,val
asari,Japanese,val
inihara,Japanese,val
ijichi,Japanese,val
shimaoka,Japanese,val
okuda,Japanese,val
kusuhara,Japanese,val
ouchi,Japanese,val
saionji,Japanese,val
tarumi,Japanese,val
nakayama,Japanese,val
kakutama,Japanese,val
taira,Japanese,val
kanada,Japanese,val
morri,Japanese,val
morimoto,Japanese,val
oyama,Japanese,val
saiki,Japanese,val
tanaka,Japanese,val
horri,Japanese,val
sugai,Japanese,val
umehara,Japanese,val
yano,Japanese,val
noguchi,Japanese,val
tsuchie,Japanese,val
ebisawa,Japanese,val
shinko,Japanese,val
onoda,Japanese,val
kojima,Japanese,val
ichiro,Japanese,val
matano,Japanese,val
fukuoka,Japanese,val
jumonji,Japanese,val
mazaki,Japanese,val
muraoka,Japanese,val
iijima,Japanese,val
saji,Japanese,val
muraguchi,Japanese,val
nakajima,Japanese,val
taka,Japanese,val
okumura,Japanese,val
okamura,Japanese,val
kuroda,Japanese,val
imada,Japanese,val
kunda,Japanese,val
okazaki,Japanese,val
yunokawa,Japanese,val
tsutomu,Japanese,val
uemura,Japanese,val
idane,Japanese,val
higuchi,Japanese,val
hayashi,Japanese,val
miyahara,Japanese,val
taniguchi,Japanese,val
oshima,Japanese,val
morishita,Japanese,val
hayata,Japanese,val
iemochi,Japanese,val
shunji,Japanese,val
yanagi,Japanese,val
murakami,Japanese,val
miyazaki,Japanese,val
saeki,Japanese,val
enomoto,Japanese,val
hishida,Japanese,test
soho,Japanese,test
sumitimo,Japanese,test
mitsubishi,Japanese,test
ariwara,Japanese,test
nakasawa,Japanese,test
asano,Japanese,test
yasutake,Japanese,test
narato,Japanese,test
masudu,Japanese,test
ikina,Japanese,test
kinoshita,Japanese,test
yamanaka,Japanese,test
momotani,Japanese,test
ishimura,Japanese,test
odaka,Japanese,test
shiroyama,Japanese,test
tsucgimoto,Japanese,test
kasai,Japanese,test
shimada,Japanese,test
temko,Japanese,test
soseki,Japanese,test
nogushi,Japanese,test
okuma,Japanese,test
toyoshima,Japanese,test
morisue,Japanese,test
kano,Japanese,test
bunya,Japanese,test
shoda,Japanese,test
funakoshi,Japanese,test
takahashi,Japanese,test
nataga,Japanese,test
narita,Japanese,test
ise,Japanese,test
hishikawa,Japanese,test
shimazaki,Japanese,test
makiguchi,Japanese,test
yoshihara,Japanese,test
marusa,Japanese,test
hyobanshi,Japanese,test
hike,Japanese,test
horigome,Japanese,test
yamamura,Japanese,test
kate,Japanese,test
gensai,Japanese,test
miyazawa,Japanese,test
tsutaya,Japanese,test
fukuda,Japanese,test
noro,Japanese,test
nakazawa,Japanese,test
ajibana,Japanese,test
imai,Japanese,test
kanagaki,Japanese,test
mushashibo,Japanese,test
kobayashi,Japanese,test
shimura,Japanese,test
shigemitsu,Japanese,test
kurkawa,Japanese,test
saigo,Japanese,test
tamura,Japanese,test
shiskikura,Japanese,test
katsura,Japanese,test
ichimonji,Japanese,test
yokoyama,Japanese,test
kamata,Japanese,test
matsuoka,Japanese,test
okanao,Japanese,test
muruyama,Japanese,test
ieyasu,Japanese,test
hasekura,Japanese,test
hori,Japanese,test
shobo,Japanese,test
higo,Japanese,test
niijima,Japanese,test
nishi,Japanese,test
takasu,Japanese,test
okawa,Japanese,test
takabe,Japanese,test
kudara,Japanese,test
ochida,Japanese,test
ieyoshi,Japanese,test
eto,Japanese,test
iitaka,Japanese,test
sakagami,Japanese,test
hitomi,Japanese,test
sano,Japanese,test
konishi,Japanese,test
maruyama,Japanese,test
nakao,Japanese,test
jimbo,Japanese,test
mimasuya,Japanese,test
miyake,Japanese,test
uoya,Japanese,test
ikeda,Japanese,test
kitano,Japanese,test
motoori,Japanese,test
serizawa,Japanese,test
sassa,Japanese,test
inouye,Japanese,test
anami,Japanese,test
mitsuwa,Japanese,test
shidehara,Japanese,test
koiso,Japanese,test
matsura,Japanese,test
kamio,Japanese,test
marugo,Japanese,test
eda,Japanese,test
karube,Japanese,test
asanuma,Japanese,test
kashiwagi,Japanese,test
tamazaki,Japanese,test
uetake,Japanese,test
iwakura,Japanese,test
kurosawa,Japanese,test
ishikawa,Japanese,test
uesugi,Japanese,test
yoshida,Japanese,test
ko,Korean,train
lim,Korean,train
tsai,Korean,train
wang,Korean,train
choe,Korean,train
han,Korean,train
noh,Korean,train
youn,Korean,train
suk,Korean,train
gu,Korean,train
kim,Korean,train
kang,Korean,train
yi,Korean,train
hwang,Korean,train
son,Korean,train
choi,Korean,train
bang,Korean,train
li,Korean,train
san,Korean,train
chang,Korean,train
yu,Korean,train
sun,Korean,train
yun,Korean,train
jo,Korean,train
sook,Korean,train
rhee,Korean,train
gil,Korean,train
chu,Korean,train
koo,Korean,train
jeon,Korean,train
ku,Korean,train
si,Korean,train
ho,Korean,train
jon,Korean,train
rim,Korean,train
sung,Korean,train
suh,Korean,train
yeon,Korean,train
pae,Korean,train
cha,Korean,train
woo,Korean,train
jung,Korean,train
yoo,Korean,train
ron,Korean,train
rheem,Korean,train
seok,Korean,train
shin,Korean,train
yoon,Korean,train
kwang,Korean,train
baik,Korean,train
ryoo,Korean,train
yang,Korean,train
chweh,Korean,train
seo,Korean,val
chun,Korean,val
nam,Korean,val
you,Korean,val
moon,Korean,val
shon,Korean,val
sin,Korean,val
cho,Korean,val
lee,Korean,val
ri,Korean,val
byon,Korean,val
ahn,Korean,test
yim,Korean,test
yeo,Korean,test
ra,Korean,test
mo,Korean,test
park,Korean,test
hong,Korean,test
hyun,Korean,test
so,Korean,test
youj,Korean,test
jong,Korean,test
chi,Korean,test
kwak,Korean,test
winograd,Polish,train
marek,Polish,train
zdunowski,Polish,train
bobienski,Polish,train
chmiel,Polish,train
starek,Polish,train
maly,Polish,train
brzezicki,Polish,train
czajkowski,Polish,train
grzeskiewicz,Polish,train
bukoski,Polish,train
sobol,Polish,train
sokolowski,Polish,train
szewc,Polish,train
walentowicz,Polish,train
wyrzyk,Polish,train
jedynak,Polish,train
szczepanski,Polish,train
pasternak,Polish,train
zielinski,Polish,train
szwarc,Polish,train
szwedko,Polish,train
bosko,Polish,train
adamczak,Polish,train
pakulski,Polish,train
filipowski,Polish,train
malinowski,Polish,train
lawniczak,Polish,train
poplawski,Polish,train
gomulka,Polish,train
zabek,Polish,train
kosmatka,Polish,train
wojew dzki,Polish,train
g rka,Polish,train
serafin,Polish,train
rudawski,Polish,train
piontek,Polish,train
 l zak,Polish,train
bartosz,Polish,train
warszawski,Polish,train
kami ski,Polish,train
stawski,Polish,train
sierzant,Polish,train
gwozdek,Polish,train
winogrodzki,Polish,train
chlebek,Polish,train
piatek,Polish,train
kozlow,Polish,train
wronski,Polish,train
zawisza,Polish,train
jordan,Polish,train
mikolajczak,Polish,train
auttenberg,Polish,train
dubanowski,Polish,train
dubicki,Polish,train
zientek,Polish,train
kava,Polish,train
zdunowski,Polish,train
bernard,Polish,train
janda,Polish,train
kumiega,Polish,train
rusnak,Polish,train
slaski,Polish,train
rutkowski,Polish,train
niemec,Polish,train
szweda,Polish,train
nosek,Polish,train
kasprzak,Polish,train
kedzierski,Polish,train
filipek,Polish,train
sienkiewicz,Polish,train
gajos,Polish,train
budny,Polish,train
kozlowski,Polish,train
sniegowski,Polish,train
